Time [s],PL [mbar],TL [C],PC [mbar],TC [C],PR [mbar],TR [C],EX [deg],EY [deg],EZ [deg],QW [-],QX [-],QY [-],QZ [-],MX [microT],MY [microT],MZ [microT],AX [m/s2],AY [m/s2],AZ [m/s2],RX [rad/s],RY [rad/s],RZ [rad/s],CSM,CSA,CSR,CSTOT
171.53, 1147.7, 26.58, 1155.1, 26.32, 1150.0, 27.0, 104.88, 43.312, -90.81, -0.42871, 0.0715942, 0.70715, 0.55762, -28.688, -14.875, -7.688, 5.75, 7.22, 1.36, -3.1844444, 2.7897222, 4.7100000, 0, 0, 0, 0
171.54, 1149.1, 26.58, 1137.9, 26.32, 1148.9, 27.0, 107.88, 45.750, -95.31, -0.40234, 0.1245117, 0.71912, 0.55273, -28.688, -14.875, -7.688, 6.49, 6.75, 0.31, -3.0477779, 2.8261111, 5.0566669, 0, 0, 0, 0
171.55, 1157.8, 26.58, 1143.7, 26.32, 1147.0, 27.0, 110.94, 47.750, -100.81, -0.37457, 0.1787109, 0.72876, 0.54468, -28.688, -14.875, -7.688, 6.80, 6.43, -0.85, -2.9777777, 2.8913889, 5.4077778, 0, 0, 0, 0
171.56, 1178.2, 26.58, 1156.8, 26.32, 1154.8, 27.0, 114.12, 49.250, -107.12, -0.34534, 0.2343140, 0.73584, 0.53333, -28.688, -14.875, -7.688, 6.90, 5.36, -3.82, -2.9400001, 2.9675000, 5.8177776, 0, 0, 0, 0
171.57, 1173.6, 26.58, 1169.7, 26.32, 1171.4, 27.0, 117.25, 50.188, -114.19, -0.31610, 0.2901001, 0.73962, 0.51849, -23.875, 13.375, 13.750, 7.27, 4.69, -4.45, -2.7777777, 2.9541667, 6.2555556, 0, 0, 0, 0
171.58, 1175.3, 26.58, 1177.6, 26.32, 1158.7, 27.0, 120.25, 50.438, -121.56, -0.28741, 0.3458252, 0.73969, 0.50067, -23.875, 13.375, 13.750, 6.67, 4.42, -5.45, -2.6833334, 2.9158332, 6.7511110, 0, 0, 0, 0
171.60, 1170.0, 26.58, 1158.9, 26.32, 1161.3, 27.0, 123.12, 50.062, -129.12, -0.25970, 0.4014282, 0.73584, 0.47961, -23.875, 13.375, 13.750, 6.11, 2.89, -6.09, -2.5122223, 2.8741667, 7.3022223, 0, 0, 0, 0
171.61, 1163.6, 26.58, 1157.2, 26.32, 1155.0, 27.0, 127.25, 47.688, -143.75, -0.21228, 0.5087891, 0.71576, 0.42859, -23.875, 13.375, 13.750, 5.77, 1.95, -6.14, -1.7611111, 10.4933329, 8.4788885, 0, 0, 0, 0
171.62, 1172.0, 26.58, 1172.0, 26.32, 1165.9, 27.0, 128.25, 45.688, -150.69, -0.19281, 0.5598755, 0.70081, 0.39783, -1.500, 4.875, 38.375, 5.70, 1.45, -6.01, -1.0866667, 10.1877775, 8.9322224, 0, 0, 0, 0
171.63, 1180.1, 26.58, 1171.0, 26.32, 1171.9, 27.0, 128.38, 43.000, -157.12, -0.17596, 0.6076050, 0.68372, 0.36383, -1.500, 4.875, 38.375, 4.38, 1.74, -6.27, -0.3344444, 9.8144445, 9.0366669, 0, 0, 0, 0
171.64, 1177.2, 26.58, 1179.1, 26.32, 1175.8, 27.0, 88.75, 40.125, -162.94, -0.16339, 0.6508789, 0.66467, 0.32831, -1.500, 4.875, 38.375, 4.04, 1.85, -6.34, 0.4355555, 8.9766665, 9.0333338, 0, 0, 0, 0
171.65, 1141.3, 26.58, 1141.7, 26.32, 1154.5, 27.0, 93.94, 37.062, -168.25, -0.15509, 0.6898804, 0.64392, 0.29211, -1.500, 4.875, 38.375, 3.85, 0.82, -6.21, 1.1611111, 8.1133337, 8.9855556, 0, 0, 0, 0
171.66, 1142.1, 26.58, 1145.4, 26.32, 1161.5, 27.0, 98.62, 34.000, -173.06, -0.15155, 0.7239380, 0.62213, 0.25659, -1.500, 4.875, 38.375, 3.29, 0.32, -6.34, 1.8400000, 28.1422215, 8.7311115, 0, 0, 0, 0
171.67, 1151.4, 26.58, 1145.6, 26.32, 1158.8, 27.0, 102.94, 31.250, -177.44, -0.15253, 0.7532959, 0.59961, 0.22302, 13.688, -17.875, 54.000, 2.66, -0.86, -7.00, 2.4011111, 23.4577770, 8.4088888, 0, 0, 0, 0
171.68, 1179.1, 26.58, 1177.4, 26.32, 1171.6, 27.0, 107.06, 28.625, 178.38, -0.15729, 0.7791138, 0.57581, 0.19141, 13.688, -17.875, 54.000, 2.21, -0.82, -7.25, 2.8099999, 19.4488888, 8.2877779, 0, 0, 0, 0
171.69, 1181.6, 26.58, 1185.6, 26.32, 1160.5, 27.0, 111.12, 26.125, 174.38, -0.16510, 0.8024902, 0.55023, 0.16132, 13.688, -17.875, 54.000, 1.55, -1.53, -7.50, 3.1166666, 16.3555565, 8.3500004, 0, 0, 0, 0
171.70, 1188.1, 26.58, 1192.6, 26.32, 1174.8, 27.0, 115.19, 23.625, 170.56, -0.17480, 0.8238525, 0.52264, 0.13269, 13.688, -17.875, 54.000, 1.19, -2.81, -8.70, 3.2755556, 13.8933334, 8.4588890, 0, 0, 0, 0
171.71, 1169.2, 26.58, 1168.7, 26.32, 1164.1, 27.0, 119.25, 21.250, 167.12, -0.18518, 0.8428955, 0.49377, 0.10663, 13.688, -17.875, 54.000, 1.62, -4.07, -9.78, 3.1622221, 11.3955555, 8.3566666, 0, 0, 0, 0
171.72, 1184.1, 26.58, 1183.4, 26.32, 1177.4, 27.0, 123.19, 19.000, 164.12, -0.19537, 0.8595581, 0.46472, 0.08380, 13.500, -27.000, 67.250, 1.87, -3.48, -10.68, 2.8911111, 8.9644442, 8.0100002, 0, 0, 0, 0
171.73, 1178.3, 26.58, 1183.2, 26.32, 1189.9, 27.0, 127.00, 17.062, 161.50, -0.20605, 0.8737793, 0.43561, 0.06537, 13.500, -27.000, 67.250, 1.92, -4.75, -11.50, 2.6322222, 5.3644443, 7.6155558, 0, 0, 0, 0
171.74, 1194.9, 26.58, 1179.5, 26.32, 1189.2, 27.0, 130.69, 15.562, 159.19, -0.21710, 0.8859863, 0.40631, 0.05237, 13.500, -27.000, 67.250, 2.02, -6.04, -12.08, 2.2900000, 4.4088888, 7.2244444, 0, 0, 0, 0
171.75, 1203.8, 26.58, 1192.7, 26.32, 1188.2, 27.0, 134.31, 14.562, 157.19, -0.22748, 0.8966675, 0.37720, 0.04468, 13.500, -27.000, 67.250, 2.59, -6.99, -12.06, 1.7933333, 2.6533334, 6.8133335, 0, 0, 0, 0
171.76, 1192.2, 26.58, 1191.4, 26.32, 1177.6, 27.0, 137.88, 13.812, 155.69, -0.23639, 0.9060059, 0.34875, 0.04132, 13.500, -27.000, 67.250, 3.06, -8.03, -11.81, 1.2266667, 5.3911109, 6.3555555, 0, 0, 0, 0
171.77, 1189.4, 26.58, 1186.1, 26.32, 1180.0, 27.0, 141.25, 13.438, 154.50, -0.24359, 0.9142456, 0.32104, 0.04169, 1.188, -25.000, 76.000, 3.61, -7.79, -11.05, 0.7022222, 7.6222224, 5.9333334, 0, 0, 0, 0
171.78, 1188.9, 26.58, 1183.2, 26.32, 1188.5, 27.0, 144.62, 13.125, 153.50, -0.24927, 0.9217529, 0.29370, 0.04388, 1.188, -25.000, 76.000, 3.38, -7.82, -10.52, 0.3144445, 2.1444445, 5.7122221, 0, 0, 0, 0
171.79, 1183.6, 26.58, 1182.3, 26.32, 1186.4, 27.0, 147.88, 12.750, 152.75, -0.25580, 0.9349976, 0.24084, 0.04803, 1.188, -25.000, 76.000, 2.92, -7.49, -10.28, 0.0466667, 2.0388889, 5.5566669, 0, 0, 0, 0
171.81, 1181.1, 26.58, 1178.3, 26.32, 1178.5, 27.0, 151.06, 12.250, 152.19, -0.25555, 0.9408569, 0.21674, 0.04968, 1.188, -25.000, 76.000, 2.43, -8.11, -10.45, -0.2233333, 7.3555555, 5.3666668, 0, 0, 0, 0
171.82, 1171.2, 26.58, 1182.5, 26.32, 1165.6, 27.0, 154.00, 11.750, 152.00, -0.25555, 0.9408569, 0.21674, 0.04968, 1.188, -25.000, 76.000, 1.25, -7.93, -11.19, -0.6900000, 6.1777778, 4.9488888, 0, 0, 0, 0
171.83, 1183.8, 26.58, 1177.3, 26.32, 1188.3, 27.0, 156.81, 11.250, 152.12, -0.25256, 0.9465332, 0.19397, 0.05157, -13.375, -15.562, 82.562, 0.51, -7.35, -11.45, -1.2144444, 5.6177778, 4.6300001, 0, 0, 0, 0
171.84, 1207.8, 26.58, 1200.6, 26.32, 1196.1, 27.0, 162.44, 10.562, 153.06, -0.24121, 0.9573364, 0.14764, 0.05884, -13.375, -15.562, 82.562, -0.19, -7.26, -11.56, -1.6466666, 6.2311110, 4.5677776, 0, 0, 0, 0
171.85, 1195.9, 26.58, 1199.3, 26.32, 1194.8, 27.0, 165.31, 10.312, 153.75, -0.23389, 0.9622803, 0.12354, 0.06354, -13.375, -15.562, 82.562, -0.75, -7.03, -11.32, -1.9866667, 7.1111112, 4.6044445, 0, 0, 0, 0
171.86, 1194.5, 26.58, 1196.0, 26.32, 1193.5, 27.0, 168.25, 10.188, 154.50, -0.22614, 0.9666138, 0.09930, 0.06848, -13.375, -15.562, 82.562, -1.79, -6.04, -10.44, -2.2322223, 7.7511110, 4.6788888, 0, 0, 0, 0
171.87, 1190.7, 26.58, 1188.5, 26.32, 1192.7, 27.0, 168.25, 10.188, 154.50, -0.21851, 0.9701538, 0.07489, 0.07416, -13.375, -15.562, 82.562, -2.20, -5.77, -10.07, -2.2322223, 7.7511110, 4.6788888, 0, 0, 0, 0
171.88, 1195.2, 26.58, 1191.1, 26.32, 1198.5, 27.0, 171.12, 10.125, 155.19, -0.21118, 0.9727783, 0.05048, 0.08099, -11.250, -8.188, 70.375, -2.22, -5.53, -9.94, -2.1900001, 2.0999999, 4.6611109, 0, 0, 0, 0
171.89, 1195.0, 26.58, 1197.3, 26.32, 1196.8, 27.0, 176.88, 10.625, 156.38, -0.20410, 0.9744873, 0.02618, 0.08960, -11.250, -8.188, 70.375, -2.11, -5.40, -9.90, -2.0355556, 2.7400000, 4.5011110, 0, 0, 0, 0
171.90, 1211.0, 26.58, 1216.2, 26.32, 1206.7, 27.0, 179.75, 11.312, 156.94, -0.19678, 0.9752808, 0.00183, 0.10046, -11.250, -8.188, 70.375, -2.07, -5.35, -9.89, -2.0522223, 3.2244444, 4.3899999, 0, 0, 0, 0
171.91, 1202.3, 26.58, 1199.1, 26.32, 1187.2, 27.0, 182.62, 12.312, 157.50, -0.18878, 0.9750977, -0.02258, 0.11389, -11.250, -8.188, 70.375, -2.32, -5.44, -9.90, -2.1544445, 3.7633333, 4.2933335, 0, 0, 0, 0
171.92, 1193.8, 26.58, 1192.3, 26.32, 1183.6, 27.0, 185.50, 13.625, 158.06, -0.17957, 0.9739990, -0.04730, 0.12976, -11.250, -8.188, 70.375, -1.95, -5.23, -9.80, -2.3677778, 4.3088889, 4.2166667, 0, 0, 0, 0
171.93, 1203.5, 26.58, 1193.3, 26.32, 1188.8, 27.0, 188.44, 15.188, 158.75, -0.16876, 0.9718628, -0.07220, 0.14764, -13.188, -13.375, 53.188, -1.96, -5.02, -9.53, -2.6388888, 4.7777777, 4.1622224, 0, 0, 0, 0
171.94, 1186.4, 26.58, 1206.0, 26.32, 1187.3, 27.0, 191.44, 17.000, 159.44, -0.15643, 0.9686890, -0.09717, 0.16663, -13.188, -13.375, 53.188, -1.72, -4.83, -9.20, -2.9033334, 5.0622220, 4.1044445, 0, 0, 0, 0
171.95, 1181.5, 26.58, 1197.4, 26.32, 1192.2, 27.0, 194.38, 18.812, 160.12, -0.14288, 0.9645386, -0.12177, 0.18561, -13.188, -13.375, 53.188, -1.47, -5.01, -8.57, -3.0933332, 5.1033335, 4.0033336, 0, 0, 0, 0
171.96, 1187.0, 26.58, 1183.3, 26.32, 1193.8, 27.0, 197.19, 20.625, 160.88, -0.12885, 0.9597168, -0.14532, 0.20306, -13.188, -13.375, 53.188, -1.49, -5.24, -8.32, -3.1766667, 4.8011112, 3.8288889, 0, 0, 0, 0
171.97, 1193.9, 26.58, 1199.1, 26.32, 1191.6, 27.0, 199.88, 22.188, 161.56, -0.11505, 0.9545288, -0.16754, 0.21808, -26.250, -23.875, 42.188, -1.43, -5.08, -7.95, -3.1444445, 4.2833333, 3.6444445, 0, 0, 0, 0
171.98, 1204.7, 26.58, 1208.2, 26.32, 1208.1, 27.0, 202.50, 23.625, 162.19, -0.10138, 0.9489136, -0.18896, 0.23138, -26.250, -23.875, 42.188, -1.64, -4.38, -7.62, -3.1233332, 3.9233334, 3.5599999, 0, 0, 0, 0
171.99, 1204.8, 26.58, 1207.0, 26.32, 1211.2, 27.0, 205.12, 25.000, 162.81, -0.08746, 0.9426270, -0.21051, 0.24384, -26.250, -23.875, 42.188, -1.72, -3.41, -7.00, -3.1988888, 3.8088889, 3.6177778, 0, 0, 0, 0
172.00, 1200.2, 26.58, 1193.8, 26.32, 1203.0, 27.0, 207.94, 26.312, 163.38, -0.07330, 0.9354858, -0.23273, 0.25562, -26.250, -23.875, 42.188, -1.68, -3.39, -6.73, -3.3033333, 3.7422223, 3.7700000, 0, 0, 0, 0
172.01, 1200.3, 26.58, 1192.8, 26.32, 1193.3, 27.0, 210.81, 27.625, 163.88, -0.05914, 0.9274902, -0.25568, 0.26636, -26.250, -23.875, 42.188, -1.81, -3.37, -6.53, -3.3655555, 3.5944445, 3.9944444, 0, 0, 0, 0
172.02, 1204.4, 26.58, 1207.0, 26.32, 1198.2, 27.0, 213.81, 28.688, 164.19, -0.04578, 0.9185791, -0.27966, 0.27551, -48.375, -41.750, 31.875, -1.90, -3.32, -6.51, -3.3599999, 3.3111112, 4.2888889, 0, 0, 0, 0
172.03, 1206.8, 26.58, 1208.0, 26.32, 1205.9, 27.0, 217.06, 29.562, 164.44, -0.03345, 0.9088135, -0.30475, 0.28296, -48.375, -41.750, 31.875, -1.64, -3.56, -6.97, -3.3066666, 2.9677777, 4.6433334, 0, 0, 0, 0
172.04, 1210.7, 26.58, 1211.8, 26.32, 1207.0, 27.0, 220.44, 30.188, 164.44, -0.02240, 0.8981323, -0.33099, 0.28857, -48.375, -41.750, 31.875, -1.05, -3.96, -7.40, -3.2344444, 2.6122222, 5.0122223, 0, 0, 0, 0
172.05, 1205.7, 26.58, 1207.4, 26.32, 1208.4, 27.0, 223.94, 30.625, 164.31, -0.01257, 0.8864746, -0.35809, 0.29279, -48.375, -41.750, 31.875, -0.32, -4.10, -7.89, -3.1600001, 2.3077779, 5.3255553, 0, 0, 0, 0
172.06, 1203.2, 26.58, 1193.7, 26.32, 1198.2, 27.0, 227.56, 30.938, 164.12, -0.00366, 0.8739624, -0.38556, 0.29578, -48.375, -41.750, 31.875, 1.46, -4.56, -8.16, -3.0999999, 2.0811112, 5.5033336, 0, 0, 0, 0
172.07, 1207.8, 26.58, 1205.8, 26.32, 1196.5, 27.0, 231.19, 31.000, 163.88, 0.00427, 0.8610229, -0.41260, 0.29730, -87.375, -58.500, 26.062, 2.26, -4.41, -8.15, -3.0100000, 6.9866667, 5.5300002, 0, 0, 0, 0
172.08, 1201.9, 26.58, 1209.7, 26.32, 1197.9, 27.0, 234.69, 30.875, 163.62, 0.01141, 0.8479614, -0.43872, 0.29718, -87.375, -58.500, 26.062, 2.79, -4.51, -7.97, -2.9455554, 5.5911112, 5.4255557, 0, 0, 0, 0
172.09, 1202.8, 26.58, 1205.8, 26.32, 1206.3, 27.0, 238.00, 30.562, 163.38, 0.01672, 0.8353882, -0.46338, 0.29517, -87.375, -58.500, 26.062, 3.26, -5.64, -7.73, -2.7033334, 3.4266667, 5.2300000, 0, 0, 0, 0
172.10, 1204.9, 26.58, 1199.6, 26.32, 1198.9, 27.0, 241.06, 29.750, 163.12, 0.01880, 0.8239746, -0.48615, 0.29059, -87.375, -58.500, 26.062, 3.51, -4.61, -7.60, -2.2766666, 6.2577777, 4.9755554, 0, 0, 0, 0
172.11, 1211.5, 26.58, 1214.2, 26.32, 1218.1, 27.0, 243.88, 28.562, 162.81, 0.01764, 0.8137207, -0.50726, 0.28326, -87.375, -58.500, 26.062, 3.68, -4.58, -7.43, -1.8744445, 3.3822222, 4.7566667, 0, 0, 0, 0
172.12, 1215.0, 26.58, 1214.3, 26.32, 1224.9, 27.0, 246.38, 27.000, 162.56, 0.01324, 0.8046875, -0.52667, 0.27362, -146.375, -61.875, 37.375, 3.77, -4.42, -7.41, -1.4722222, 6.5911112, 4.5144444, 0, 0, 0, 0
172.13, 1219.9, 26.58, 1219.7, 26.32, 1219.8, 27.0, 248.62, 25.000, 162.25, -0.00519, 0.7909546, -0.55981, 0.24695, -146.375, -61.875, 37.375, 3.93, -4.28, -7.11, -1.0655556, 2.5155556, 4.2144446, 0, 0, 0, 0
172.14, 1214.9, 26.58, 1220.4, 26.32, 1213.7, 27.0, 250.56, 22.625, 162.00, -0.01923, 0.7861938, -0.57343, 0.22949, -146.375, -61.875, 37.375, 3.79, -4.29, -7.03, -0.7433333, 3.3622222, 3.9077778, 0, 0, 0, 0
172.16, 1220.3, 26.58, 1222.8, 26.32, 1218.1, 27.0, 252.19, 19.750, 161.81, -0.03729, 0.7831421, -0.58453, 0.20886, -146.375, -61.875, 37.375, 3.70, -4.69, -6.88, -0.4188889, 4.3011112, 3.5744445, 0, 0, 0, 0
172.16, 1223.8, 26.58, 1226.8, 26.32, 1223.3, 27.0, 253.44, 16.438, 161.56, -0.03729, 0.7831421, -0.58453, 0.20886, -146.375, -61.875, 37.375, 3.44, -4.16, -6.86, -0.0211111, 5.4033332, 3.1600001, 0, 0, 0, 0
172.18, 1232.0, 26.58, 1228.1, 26.32, 1230.2, 27.0, 254.38, 12.812, 161.31, -0.05780, 0.7811279, -0.59308, 0.18640, -192.250, -63.375, 93.875, 2.82, -4.11, -6.70, 0.2588889, 6.0622220, 2.7388890, 0, 0, 0, 0
172.19, 1216.8, 26.58, 1215.5, 26.32, 1218.7, 27.0, 255.38, 5.375, 160.75, -0.10229, 0.7792358, -0.60248, 0.13934, -192.250, -63.375, 93.875, 2.38, -4.56, -6.76, 0.4611111, 6.4266667, 2.3011112, 0, 0, 0, 0
172.20, 1217.3, 26.58, 1211.6, 26.32, 1222.6, 27.0, 255.50, 1.625, 160.44, -0.12500, 0.7789917, -0.60352, 0.11542, -192.250, -63.375, 93.875, 2.06, -5.01, -6.91, 0.6100000, 1.6733333, 1.7922223, 0, 0, 0, 0
172.21, 1217.9, 26.58, 1215.8, 26.32, 1216.0, 27.0, 255.44, -2.000, 160.06, -0.14777, 0.7787476, -0.60284, 0.09137, -192.250, -63.375, 93.875, 1.53, -4.06, -6.94, 0.7000000, 1.7138889, 1.1122222, 0, 0, 0, 0
172.22, 1235.8, 26.58, 1235.4, 26.32, 1222.0, 27.0, 255.44, -2.000, 160.06, -0.14777, 0.7787476, -0.60284, 0.09137, -192.250, -63.375, 93.875, 0.84, -4.82, -7.12, 0.7000000, 1.7138889, 1.1122222, 0, 0, 0, 0
172.23, 1239.6, 26.58, 1251.6, 26.32, 1237.4, 27.0, 255.06, -9.750, 159.06, -0.19507, 0.7770996, -0.59705, 0.04065, -161.750, -88.188, 167.875, 0.32, -4.77, -7.39, 0.7200000, 1.7694445, 0.9211111, 0, 0, 0, 0
172.24, 1231.7, 26.58, 1228.9, 26.32, 1228.7, 27.0, 254.75, -13.812, 158.38, -0.21979, 0.7750854, -0.59222, 0.01367, -161.750, -88.188, 167.875, -0.04, -4.69, -7.40, 0.7788889, 1.9272223, 0.7833334, 0, 0, 0, 0
172.25, 1227.9, 26.58, 1223.7, 26.32, 1221.6, 27.0, 254.38, -18.000, 157.62, -0.24518, 0.7721558, -0.58612, -0.01428, -161.750, -88.188, 167.875, -0.96, -4.69, -7.40, 0.8077778, 1.9997222, 0.7366667, 0, 0, 0, 0
172.26, 1211.2, 26.58, 1216.6, 26.32, 1217.1, 27.0, 253.94, -22.250, 156.62, -0.27087, 0.7681885, -0.57849, -0.04297, -161.750, -88.188, 167.875, -1.45, -4.79, -7.34, 0.8255556, 0.5152778, 0.6488889, 0, 0, 0, 0
172.27, 1237.3, 26.58, 1211.8, 26.32, 1221.4, 27.0, 253.38, -26.562, 155.44, -0.29694, 0.7633667, -0.56915, -0.07208, -56.000, -109.562, 149.188, -1.89, -4.84, -7.16, 0.8577778, 0.5283333, 0.5122222, 0, 0, 0, 0
172.28, 1248.7, 26.58, 1251.1, 26.32, 1237.5, 27.0, 252.75, -30.875, 153.94, -0.32300, 0.7575684, -0.55811, -0.10120, -56.000, -109.562, 149.188, -3.17, -5.44, -6.36, 0.8933333, 0.1342535, 0.3355556, 0, 0, 0, 0
172.29, 1240.6, 26.58, 1241.8, 26.32, 1244.5, 27.0, 251.94, -35.125, 152.12, -0.34869, 0.7509766, -0.54547, -0.12982, -56.000, -109.562, 149.188, -3.74, -5.56, -5.95, 0.9188889, 0.1342188, 0.1577778, 0, 0, 0, 0
172.30, 1235.0, 26.58, 1234.9, 26.32, 1229.9, 27.0, 314.25, -39.125, 149.88, -0.37378, 0.7437134, -0.53143, -0.15753, -56.000, -109.562, 149.188, -4.10, -5.60, -5.62, 0.9233333, -0.0331988, -0.0322222, 0, 0, 0, 0
172.31, 1216.5, 26.58, 1215.5, 26.32, 1226.6, 27.0, 310.31, -42.938, 147.25, -0.39789, 0.7358398, -0.51605, -0.18414, -56.000, -109.562, 149.188, -4.72, -5.81, -4.85, 0.9177778, -0.1302431, -0.2300000, 0, 0, 0, 0
172.32, 1234.7, 26.58, 1228.2, 26.32, 1224.0, 27.0, 307.12, -46.438, 144.12, -0.42084, 0.7276611, -0.49963, -0.20905, 4.375, -107.000, 74.188, -4.99, -6.10, -4.30, 0.8955556, -0.1257639, -0.4655555, 0, 0, 0, 0
172.33, 1257.4, 26.58, 1262.6, 26.32, 1257.0, 27.0, 304.69, -49.438, 140.50, -0.44226, 0.7197266, -0.48242, -0.23163, 4.375, -107.000, 74.188, -5.32, -6.32, -3.92, 0.8522222, -1.8966666, -0.7366667, 0, 0, 0, 0
172.34, 1258.0, 26.58, 1266.8, 26.32, 1262.2, 27.0, 302.94, -51.875, 136.44, -0.46185, 0.7124023, -0.46497, -0.25104, 4.375, -107.000, 74.188, -5.66, -6.46, -3.36, 0.8233333, -1.7297223, -1.0533333, 0, 0, 0, 0
172.35, 1255.2, 26.58, 1254.8, 26.32, 1251.2, 27.0, 301.88, -53.625, 132.19, -0.47949, 0.7061768, -0.44769, -0.26648, 4.375, -107.000, 74.188, -6.31, -6.16, -2.49, 0.8322222, -1.5138888, -1.4133333, 0, 0, 0, 0
172.36, 1245.4, 26.58, 1244.3, 26.32, 1247.9, 27.0, 301.50, -54.688, 127.94, -0.49518, 0.7014160, -0.43121, -0.27728, 4.375, -107.000, 74.188, -6.49, -6.04, -2.02, 0.8644444, -1.2536111, -1.7888889, 0, 0, 0, 0
172.37, 1237.7, 26.58, 1232.1, 26.32, 1235.9, 27.0, 301.75, -54.938, 124.06, -0.50897, 0.6983643, -0.41595, -0.28326, -12.375, -101.688, 21.562, -6.64, -6.36, -1.73, 0.9177778, -3.8955555, -2.1588888, 0, 0, 0, 0
172.38, 1238.1, 26.58, 1238.4, 26.32, 1238.2, 27.0, 302.69, -54.625, 120.56, -0.52130, 0.6970215, -0.40179, -0.28461, -12.375, -101.688, 21.562, -6.85, -6.22, -1.41, 0.9966667, -2.8811111, -2.5555556, 0, 0, 0, 0
172.39, 1245.0, 26.58, 1249.9, 26.32, 1249.5, 27.0, 304.19, -53.750, 117.56, -0.53271, 0.6972046, -0.38824, -0.28186, -12.375, -101.688, 21.562, -7.08, -6.70, -0.76, 1.0755556, -2.0355556, -2.9911110, 0, 0, 0, 0
172.40, 1248.4, 26.58, 1248.6, 26.32, 1245.6, 27.0, 306.25, -52.375, 114.94, -0.54364, 0.6987305, -0.37494, -0.27515, -12.375, -101.688, 21.562, -7.25, -6.51, -0.49, 1.1877778, -5.2444444, -3.4677777, 0, 0, 0, 0
172.41, 1236.6, 26.58, 1242.4, 26.32, 1245.7, 27.0, 308.88, -50.562, 112.62, -0.55450, 0.7012329, -0.36139, -0.26495, -12.375, -101.688, 21.562, -7.17, -6.57, -0.40, 1.3333334, -3.0088890, -3.9900000, 0, 0, 0, 0
172.42, 1240.4, 26.58, 1243.1, 26.32, 1249.1, 27.0, 312.12, -48.188, 110.75, -0.56476, 0.7056885, -0.34680, -0.25055, -45.875, -99.500, 35.375, -7.51, -6.79, -0.09, 1.2833333, -7.2533336, -4.7433333, 0, 0, 0, 0
172.43, 1253.8, 26.09, 1254.2, 26.32, 1254.0, 27.0, 316.06, -45.188, 109.38, -0.57404, 0.7124023, -0.33081, -0.23151, -45.875, -99.500, 35.375, -7.48, -6.85, -0.18, 1.1177778, -2.4177778, -5.6199999, 0, 0, 0, 0
172.45, 1253.9, 26.09, 1260.2, 25.57, 1254.9, 26.5, 320.75, -41.750, 108.19, -0.58331, 0.7195435, -0.31427, -0.20801, -45.875, -99.500, 35.375, -7.15, -7.86, -0.66, 1.3633333, -4.9155555, -6.2711110, 0, 0, 0, 0
172.46, 1249.0, 26.09, 1247.4, 25.57, 1247.8, 26.5, 331.25, -34.125, 105.12, -0.60638, 0.7293091, -0.27625, -0.15527, -45.875, -99.500, 35.375, -7.20, -9.96, -1.55, 2.3111112, -3.8088889, -7.1733332, 0, 0, 0, 0
172.47, 1251.0, 26.09, 1250.4, 25.57, 1249.8, 26.5, 336.62, -30.062, 103.25, -0.61969, 0.7315674, -0.25366, -0.12805, -23.000, -95.688, 40.562, -7.00, -10.12, -1.43, 2.6022222, -2.3866668, -7.5100002, 0, 0, 0, 0
172.48, 1257.4, 26.09, 1261.3, 25.57, 1261.4, 26.5, 341.81, -25.938, 101.38, -0.63300, 0.7326050, -0.22888, -0.10114, -23.000, -95.688, 40.562, -6.73, -10.81, -1.57, 2.6777778, -3.6266668, -7.7522221, 0, 0, 0, 0
172.49, 1259.4, 26.09, 1255.4, 25.57, 1263.3, 26.5, 347.00, -21.688, 99.62, -0.64545, 0.7326050, -0.20331, -0.07324, -23.000, -95.688, 40.562, -6.68, -11.43, -1.49, 2.7266667, -4.7644444, -7.9244447, 0, 0, 0, 0
172.50, 1257.1, 26.09, 1256.2, 25.57, 1266.6, 26.5, 352.38, -17.312, 98.06, -0.65649, 0.7315674, -0.17865, -0.04340, -23.000, -95.688, 40.562, -6.58, -11.89, -1.40, 2.7377777, -3.0666666, -7.9955554, 0, 0, 0, 0
172.51, 1260.3, 26.09, 1259.9, 25.57, 1265.4, 26.5, 358.00, -12.938, 96.69, -0.66559, 0.7297363, -0.15588, -0.01147, -23.000, -95.688, 40.562, -6.08, -12.34, -1.31, 2.6511111, -5.6355557, -7.9433331, 0, 0, 0, 0
172.52, 1265.0, 26.09, 1266.0, 25.57, 1265.4, 26.5, 3.81, -8.562, 95.44, -0.67242, 0.7272949, -0.13550, 0.02258, 17.188, -75.750, 22.000, -5.53, -12.10, -1.19, 2.4577777, -2.1511111, -7.8411112, 0, 0, 0, 0
172.53, 1264.2, 26.09, 1265.7, 25.57, 1260.5, 26.5, 9.81, -4.250, 94.38, -0.67694, 0.7242432, -0.11768, 0.05835, 17.188, -75.750, 22.000, -4.30, -12.60, -1.23, 2.2311110, -2.8299999, -7.6811113, 0, 0, 0, 0
172.54, 1266.5, 26.09, 1266.3, 25.57, 1263.3, 26.5, 15.88, -0.062, 93.38, -0.67932, 0.7204590, -0.10223, 0.09491, 17.188, -75.750, 22.000, -3.55, -12.25, -1.23, 2.0000000, -3.3677778, -7.4466667, 0, 0, 0, 0
