Time [ms],PL [hPa],TL [C],PC [hPa],TC [C],PR [hPa],TR [C],EX [deg],EY [deg],EZ [deg],QW [-],QX [-],QY [-],QZ [-],MX [microT],MY [microT],MZ [microT],AX [m/s2],AY [m/s2],AZ [m/s2],RX [rad/s],RY [rad/s],RZ [rad/s],CSM,CSA,CSR,CSTOT
7.713,1829.2,26.51,1828.4,26.9,1827,26.72,113.31,-36.063,159.44,0.046387,0.78296,0.51501,-0.34583,4.5625,-18.063,-139.25,-5.87,-2.55,-7.44,-0.01,0.022222,0.0088889,0,0,0,0
7.723,1829.7,26.51,1832.1,26.9,1828.2,26.72,113.31,-36.063,159.44,0.046387,0.78296,0.51501,-0.34576,4.5625,-18.063,-139.25,-5.96,-3.81,-7.42,0.0066667,-0.0022222,-0.0077778,0,0,0,0
7.733,1828.5,26.51,1829.8,26.9,1830.5,26.72,113.31,-36.063,159.44,0.046387,0.78296,0.51501,-0.34576,4.5625,-18.063,-139.25,-6.01,-2.31,-7.37,-0.012222,1.3375e-38,0,0,0,0,0
7.743,1830.1,26.51,1832.6,26.9,1830.5,26.72,113.31,-36.063,159.44,0.046387,0.78296,0.51501,-0.3457,4.5625,-18.063,-139.25,-5.85,-3.21,-7.12,0.0033333,0.0077778,0.0055556,0,0,0,0
7.753,1834.3,26.51,1833.2,26.9,1828.1,26.72,113.31,-36.063,159.44,0.046387,0.78296,0.51501,-0.3457,4.5625,-18.063,-139.25,-5.95,-1.84,-7.7,0.01,0.00069444,0.0011111,0,0,0,0
7.763,1834.7,26.51,1834.9,26.9,1831,26.72,113.31,-36.063,159.44,0.046448,0.78296,0.51501,-0.34583,4.5625,-17.75,-139.38,-5.51,-2.48,-7.22,-0.0044444,-0.0063889,-0.0055556,0,0,0,0
7.773,1830.9,26.51,1830.4,26.9,1828.7,26.72,113.31,-36.063,159.44,0.046326,0.78296,0.51501,-0.34589,4.5625,-17.75,-139.38,-6.14,-3.22,-7.91,-0.0011111,0.005,0.0077778,0,0,0,0
7.783,1831.7,26.51,1833.4,26.9,1830.2,26.72,113.31,-36.125,159.5,0.046753,0.78308,0.51483,-0.3457,4.5625,-17.75,-139.38,-5.63,-2.99,-7,0.025556,-0.005,-0.0066667,0,0,0,0
7.793,1832.7,26.51,1832.8,26.9,1833.7,26.72,113.31,-36.063,159.44,0.046631,0.78314,0.51483,-0.3457,4.5625,-17.75,-139.38,-5.95,-1.56,-7.46,-0.014444,0.012222,0.013333,0,0,0,0
7.803,1831.3,26.51,1833.4,26.9,1830.4,26.72,113.31,-36.063,159.44,0.046631,0.78314,0.51483,-0.3457,4.5625,-17.75,-139.38,-5.66,-3.58,-6.92,0.032222,-0.0041667,-0.0033333,0,0,0,0
7.813,1834.5,26.51,1834.2,26.9,1834.2,26.72,113.31,-36.063,159.44,0.046631,0.78314,0.51477,-0.34576,4.25,-17.375,-139.88,-5.7,-3.34,-7.5,-0.015556,0.011111,0.015556,0,0,0,0
7.823,1834.3,26.51,1834.8,26.9,1835.5,26.72,113.31,-36.063,159.44,0.046631,0.78314,0.51477,-0.34576,4.25,-17.375,-139.88,-5.68,-1.78,-7.52,0.02,-0.026667,-0.011111,0,0,0,0
7.833,1834.6,26.51,1839.2,26.9,1836.4,26.72,113.31,-36.063,159.44,0.046631,0.78314,0.51477,-0.34576,4.25,-17.375,-139.88,-5.9,-2.37,-7.45,-0.0077778,0.0077778,0.0055556,0,0,0,0
7.843,1829.6,26.51,1833.6,26.9,1834.1,26.72,113.31,-36.063,159.44,0.046631,0.78314,0.51477,-0.34576,4.25,-17.375,-139.88,-5.94,-3.1,-7.44,0.0033333,0.0022222,0.0044444,0,0,0,0
7.853,1832.2,26.51,1837.9,26.9,1837.4,26.72,113.31,-36.063,159.44,0.046631,0.78314,0.51471,-0.34576,4.25,-17.375,-139.88,-5.61,-3.18,-7,0.0066667,-0.0088889,-0.0088889,0,0,0,0
7.863,1837.2,26.51,1838.6,26.9,1840.5,26.72,113.38,-36.125,159.5,0.046692,0.7832,0.51471,-0.34576,4.5625,-17.75,-139.38,-5.78,-2.06,-7.42,0,0.022222,0.013333,0,0,0,0
7.873,1834.7,26.51,1837.1,26.9,1836.3,26.72,113.38,-36.063,159.5,0.046631,0.7832,0.51471,-0.3457,4.5625,-17.75,-139.38,-5.72,-3.54,-7.02,0,0.022222,0.013333,0,0,0,0
7.883,1832.3,26.51,1835.6,26.9,1835.5,26.72,113.38,-36.063,159.44,0.046509,0.78326,0.51465,-0.3457,4.5625,-17.75,-139.38,-5.7,-2.32,-7.28,-0.0033333,0.013333,0.01,0,0,0,0
7.893,1835.9,26.51,1838,26.9,1838.7,26.72,113.38,-36.063,159.44,0.04657,0.78326,0.51465,-0.3457,4.5625,-17.75,-139.38,-5.75,-2.82,-7.38,0.021111,-0.0038889,-0.0077778,0,0,0,0
7.903,1841.9,26.51,1842.2,26.9,1838.8,26.72,113.38,-36.063,159.44,0.04657,0.78326,0.51465,-0.3457,4.5625,-17.75,-139.38,-5.94,-2.58,-7.47,-0.0055556,0.0044444,0.0033333,0,0,0,0
7.913,1838,26.51,1838.6,26.9,1836.1,26.72,113.38,-36.063,159.44,0.046448,0.78326,0.51465,-0.3457,5.375,-17.75,-139.38,-5.5,-3.22,-7.28,0.018889,-0.0033333,-0.0077778,0,0,0,0
7.923,1839.2,26.51,1839.5,26.9,1838.7,26.72,113.38,-36.063,159.44,0.046509,0.78326,0.51465,-0.34564,5.375,-17.75,-139.38,-5.87,-3.29,-7.1,-0.012222,0.0066667,0.0033333,0,0,0,0
7.933,1841.3,26.51,1842.8,26.9,1840,26.72,113.38,-36.063,159.44,0.046448,0.78326,0.51465,-0.34558,5.375,-17.75,-139.38,-5.84,-1.92,-7.44,-0.012222,0.0066667,0.0033333,0,0,0,0
7.943,1840.2,26.51,1843,26.9,1837.5,26.72,113.38,-36.063,159.5,0.046387,0.78333,0.51465,-0.34552,5.375,-17.75,-139.38,-5.83,-3.33,-7.43,0,-0.0036111,-0.0055556,0,0,0,0
7.953,1840.1,26.51,1841.2,26.9,1839.2,26.72,113.38,-36.063,159.5,0.046326,0.78333,0.51471,-0.34546,5.375,-17.75,-139.38,-5.91,-2.56,-7.36,-0.0055556,-0.0047222,-0.0066667,0,0,0,0
7.963,1841.3,26.51,1842.7,26.9,1841.6,26.72,113.31,-36.063,159.44,0.046326,0.78326,0.51477,-0.34546,4.5625,-17.375,-140.25,-5.84,-2.42,-7.55,0.0033333,-0.02,-0.013333,0,0,0,0
7.973,1843.6,26.51,1845.6,26.9,1844.4,26.72,113.31,-36.063,159.44,0.046326,0.78326,0.51483,-0.34546,4.5625,-17.375,-140.25,-5.58,-3.01,-7.18,0,-0.031111,-0.011111,0,0,0,0
7.983,1843.7,26.51,1845.4,26.9,1841.8,26.72,113.31,-36.063,159.44,0.046326,0.78326,0.51483,-0.34546,4.5625,-17.375,-140.25,-5.84,-2.92,-7.62,0,-0.031111,-0.011111,0,0,0,0
7.993,1843.9,26.51,1841.5,26.9,1840.3,26.72,113.31,-36.063,159.44,0.046326,0.78326,0.51483,-0.34546,4.5625,-17.375,-140.25,-5.92,-2.74,-7.47,-0.0088889,0.0019531,0.0022222,0,0,0,0
8.003,1845.9,26.51,1846.3,26.9,1845.6,26.72,113.31,-36.063,159.44,0.046326,0.78326,0.51483,-0.34546,4.5625,-17.375,-140.25,-5.82,-3.67,-7.39,0.0022222,-0.0011111,-0.0011111,0,0,0,0
8.013,1841.7,26.51,1849.7,26.9,1845.5,26.72,113.31,-36.063,159.44,0.046326,0.78326,0.51483,-0.34546,5,-17.375,-140.25,-5.99,-1.88,-7.6,0.0088889,0.0077778,0.0077778,0,0,0,0
8.023,1842.8,26.51,1844.9,26.9,1845.5,26.72,113.31,-36.063,159.44,0.046326,0.78326,0.51483,-0.34546,5,-17.375,-140.25,-5.87,-2.55,-7.25,0.0088889,0.0077778,0.0077778,0,0,0,0
8.033,1847.1,26.51,1846.2,26.9,1846,26.72,113.31,-36.063,159.44,0.046326,0.7832,0.51483,-0.34552,5,-17.375,-140.25,-5.9,-3.48,-7.45,0.0055556,-0.0044444,-0.0022222,0,0,0,0
8.043,1846.4,26.51,1847.9,26.9,1846.8,26.72,113.31,-36.063,159.44,0.046326,0.7832,0.51483,-0.34552,5,-17.375,-140.25,-6.01,-1.9,-7.54,-0.01,0.0030556,0.0044444,0,0,0,0
8.053,1846.2,26.51,1846.7,26.9,1843.2,26.72,113.31,-36.063,159.44,0.046387,0.7832,0.51483,-0.34558,5,-17.375,-140.25,-6.14,-2.84,-7.56,0.0022222,-0.0022222,-0.0066667,0,0,0,0
8.063,1847.6,26.51,1849.8,26.9,1845.6,26.72,113.31,-36.063,159.44,0.046387,0.78314,0.51483,-0.3457,4.25,-17.375,-138.69,-5.72,-2.54,-7.43,0.0022222,-0.0030556,-0.0022222,0,0,0,0
8.073,1849,26.51,1851.7,26.9,1845.2,26.72,113.31,-36.063,159.44,0.046387,0.78314,0.51477,-0.34576,4.25,-17.375,-138.69,-6.15,-3.56,-7.48,0.0022222,-0.0030556,-0.0022222,0,0,0,0
8.083,1847.2,26.51,1851.7,26.9,1848,26.72,113.31,-36.063,159.44,0.046387,0.78314,0.51477,-0.34576,4.25,-17.375,-138.69,-5.92,-3.41,-7.37,0.0055556,0.0011806,0.0011111,0,0,0,0
8.093,1846,26.51,1849.7,26.9,1849.1,26.72,113.31,-36.063,159.44,0.046387,0.78314,0.51477,-0.3457,4.25,-17.375,-138.69,-5.74,-3.19,-7.59,0.01,0.0077778,0.0066667,0,0,0,0
8.103,1849.5,26.51,1851.1,26.9,1850.8,26.72,113.31,-36.063,159.44,0.046387,0.78314,0.51477,-0.3457,4.25,-17.375,-138.69,-5.88,-2.12,-7.35,-0.0044444,0.011111,0.0088889,0,0,0,0
8.113,1850.5,26.51,1852.2,26.9,1852,26.72,113.31,-36.063,159.44,0.046448,0.78308,0.51477,-0.34583,5,-17.063,-140.69,-5.69,-3.29,-7.47,0.0088889,-0.0033333,-0.0022222,0,0,0,0
8.123,1847.9,26.51,1850,26.9,1851.4,26.72,113.31,-36.063,159.44,0.046448,0.78308,0.51477,-0.34583,5,-17.063,-140.69,-5.8,-2.65,-7.39,0.0088889,-0.0033333,-0.0022222,0,0,0,0
8.133,1848.3,26.51,1852.1,26.9,1850,26.72,113.31,-36.063,159.44,0.046448,0.78308,0.51477,-0.34583,5,-17.063,-140.69,-5.9,-3.11,-7.3,0.0044444,0.0044444,0.0022222,0,0,0,0
8.143,1852.1,26.51,1856,26.9,1852,26.72,113.31,-36.063,159.44,0.046448,0.78308,0.51477,-0.34583,5,-17.063,-140.69,-5.93,-2.42,-7.29,0.0022222,3.2914e-39,0,0,0,0,0
8.153,1851.8,26.51,1853.9,26.9,1853.5,26.72,113.31,-36.063,159.44,0.046448,0.78308,0.51477,-0.34583,5,-17.063,-140.69,-6,-2.28,-7.29,-0.0044444,0.0019531,0.0033333,0,0,0,0
8.163,1849.9,26.51,1850.9,26.9,1851.7,26.72,113.31,-36.063,159.44,0.046448,0.78308,0.51477,-0.34583,4.25,-18.063,-139.5,-5.7,-3.36,-7.13,-0.01,-0.0022222,-0.0022222,0,0,0,0
8.173,1853.8,26.51,1856.2,26.9,1854,26.72,113.31,-36.063,159.44,0.046448,0.78308,0.51477,-0.34583,4.25,-18.063,-139.5,-6.03,-3,-7.29,-0.01,-0.0022222,-0.0022222,0,0,0,0
8.183,1856.8,26.51,1858,26.9,1855.1,26.72,113.31,-36.063,159.44,0.046509,0.78308,0.51483,-0.34576,4.25,-18.063,-139.5,-5.58,-3.47,-7.08,0,-0.0033333,-0.0077778,0,0,0,0
8.193,1850.4,26.51,1852.7,26.9,1852.5,26.72,113.31,-36.063,159.44,0.046509,0.78308,0.51483,-0.34576,4.25,-18.063,-139.5,-5.61,-3.31,-7.49,-0.012222,1.3375e-38,0,0,0,0,0
8.203,1853.6,26.51,1857.6,26.9,1856,26.72,113.31,-36.063,159.44,0.046509,0.78308,0.51483,-0.34576,4.25,-18.063,-139.5,-5.56,-3.08,-7.2,-0.0044444,-0.0066667,-0.0044444,0,0,0,0
8.213,1856.7,26.51,1859,26.9,1855.9,26.72,113.31,-36.063,159.44,0.046509,0.78308,0.51483,-0.34576,4.5625,-17.063,-139.38,-5.72,-2.55,-7.41,-0.0066667,0.0044444,0.0022222,0,0,0,0
8.223,1856.2,26.51,1857.6,26.9,1854.8,26.72,113.31,-36.063,159.44,0.046509,0.78308,0.51483,-0.34583,4.5625,-17.063,-139.38,-5.78,-2.35,-7.22,-0.0066667,-0.00083333,-0.0011111,0,0,0,0
8.233,1855.6,26.51,1856,26.9,1857.2,26.72,113.31,-36.125,159.44,0.04657,0.78302,0.51483,-0.34595,4.5625,-17.063,-139.38,-5.72,-2.35,-7.52,0,-0.014444,-0.01,0,0,0,0
8.243,1859.5,26.51,1861,26.9,1857.7,26.72,113.31,-36.125,159.44,0.046631,0.78302,0.51477,-0.34601,4.5625,-17.063,-139.38,-5.58,-2.78,-7.3,0.0022222,1.9226e-38,0,0,0,0,0
8.253,1860.1,26.51,1860.1,26.9,1859.9,26.72,113.31,-36.125,159.44,0.046692,0.78296,0.51477,-0.34607,4.5625,-17.063,-139.38,-5.99,-2.74,-7.42,0.0055556,-0.0063889,-0.0055556,0,0,0,0
8.263,1855.4,26.51,1857.9,26.9,1855.9,26.72,113.31,-36.125,159.44,0.046692,0.78296,0.51477,-0.34619,4.5625,-18.063,-140.19,-6.01,-2.69,-7.37,0.0066667,0.0041667,0.0077778,0,0,0,0
8.273,1858.9,26.51,1858.3,26.9,1858.8,26.72,113.31,-36.125,159.44,0.046875,0.78296,0.51471,-0.34625,4.5625,-18.063,-140.19,-5.74,-2.59,-7.5,0.017778,-0.0058333,-0.0055556,0,0,0,0
8.283,1859.6,26.51,1861.1,26.9,1860.8,26.72,113.31,-36.188,159.44,0.046875,0.7829,0.51471,-0.34631,4.5625,-18.063,-140.19,-5.69,-2.36,-7.36,-0.0011111,0.0013194,0.0011111,0,0,0,0
8.293,1860,26.51,1862.2,26.9,1860.6,26.72,113.31,-36.188,159.44,0.046814,0.7829,0.51465,-0.34637,4.5625,-18.063,-140.19,-5.99,-2.92,-7.42,0.011111,1.421e-38,0,0,0,0,0
8.303,1861.3,26.51,1861.9,26.9,1861,26.72,113.31,-36.188,159.44,0.046814,0.7829,0.51465,-0.34637,4.5625,-18.063,-140.19,-5.92,-2.87,-7.3,0.011111,0.0022222,0.0055556,0,0,0,0
8.313,1862.2,26.51,1863.9,26.9,1862.3,26.72,113.31,-36.188,159.44,0.046875,0.7829,0.51465,-0.34637,5.375,-18.063,-139.75,-5.76,-2.46,-7.59,0.0077778,0.0011111,0.0011111,0,0,0,0
8.323,1862.8,26.51,1863.5,26.9,1863.8,26.72,113.31,-36.188,159.44,0.046875,0.7829,0.51465,-0.34637,5.375,-18.063,-139.75,-5.74,-3.14,-7.22,0.0077778,-0.0044444,-0.0044444,0,0,0,0
8.333,1860.9,26.51,1861.1,26.9,1863.3,26.72,113.31,-36.188,159.44,0.046875,0.7829,0.51465,-0.34637,5.375,-18.063,-139.75,-5.84,-2.99,-7.34,0.0088889,-0.00083333,-0.0011111,0,0,0,0
8.343,1861,26.51,1861.9,26.9,1863.4,26.72,113.31,-36.188,159.44,0.046875,0.7829,0.51465,-0.34637,5.375,-18.063,-139.75,-5.82,-2.63,-7.51,-0.0044444,0.0019531,0.0066667,0,0,0,0
8.353,1863.5,26.51,1864.4,26.9,1865.1,26.72,113.31,-36.188,159.44,0.046875,0.7829,0.51465,-0.34637,5.375,-18.063,-139.75,-5.78,-3,-7.44,-0.0011111,-0.0022222,-0.0077778,0,0,0,0
8.363,1862.2,26.51,1865.2,26.9,1864.8,26.72,113.31,-36.188,159.44,0.046814,0.7829,0.51471,-0.34637,4.5625,-17.75,-139.38,-5.65,-2.4,-7.39,0.0022222,-0.017778,-0.015556,0,0,0,0
8.373,1862.8,26.51,1865.7,26.9,1864.2,26.72,113.31,-36.188,159.44,0.046814,0.78278,0.51477,-0.34644,4.5625,-17.75,-139.38,-5.95,-3.02,-7.43,0.0077778,-0.017778,-0.01,0,0,0,0
8.383,1866.5,26.51,1868.7,26.9,1868,26.72,113.31,-36.188,159.44,0.046875,0.78278,0.51483,-0.34644,4.5625,-17.75,-139.38,-6.03,-3.14,-7.43,0.0077778,-0.014444,-0.016667,0,0,0,0
8.393,1867.6,26.51,1867.8,26.9,1867.8,26.72,113.31,-36.188,159.44,0.046875,0.78278,0.51483,-0.34644,4.5625,-17.75,-139.38,-5.73,-2.82,-7.53,-0.015556,0.0077778,0.0033333,0,0,0,0
8.403,1863.4,26.51,1864.9,26.9,1864.5,26.72,113.31,-36.188,159.44,0.046875,0.78278,0.51483,-0.34644,4.5625,-17.75,-139.38,-5.82,-2.73,-7.56,0.0033333,-0.0077778,-0.0055556,0,0,0,0
8.413,1866.9,26.51,1869,26.9,1866.8,26.72,113.31,-36.188,159.44,0.046814,0.78284,0.51483,-0.34637,4.5625,-18.063,-140.5,-6.13,-2.22,-7.2,-0.0066667,-0.0044444,-0.0022222,0,0,0,0
8.423,1867.4,26.51,1867.1,26.9,1867.5,26.72,113.31,-36.125,159.44,0.046753,0.78284,0.51483,-0.34625,4.5625,-18.063,-140.5,-6.12,-3.51,-7.41,-0.0011111,0.0011111,0.0011111,0,0,0,0
8.433,1867,26.51,1869.5,26.9,1867,26.72,113.31,-36.125,159.38,0.046631,0.78284,0.51483,-0.34625,4.5625,-18.063,-140.5,-5.81,-2.35,-7.43,0.0022222,-0.0052778,-0.0033333,0,0,0,0
8.443,1866,26.51,1867.1,26.9,1866.2,26.72,113.31,-36.125,159.38,0.046631,0.78284,0.51483,-0.34625,4.5625,-18.063,-140.5,-5.59,-3.5,-7.48,0.0077778,-0.02,-0.01,0,0,0,0
8.453,1868.5,26.51,1868,26.9,1868.9,26.72,113.31,-36.125,159.38,0.046631,0.78284,0.51483,-0.34625,4.5625,-18.063,-140.5,-6,-3.58,-7.49,0.0066667,-0.0025,-0.0033333,0,0,0,0
8.463,1873.1,26.51,1875.2,26.9,1870.9,26.72,113.31,-36.125,159.38,0.046631,0.78284,0.51483,-0.34625,4.5625,-18.5,-140.56,-5.94,-3.14,-7.31,0.0011111,-0.0044444,-0.0044444,0,0,0,0
8.473,1868.7,26.51,1870,26.9,1866.3,26.72,113.31,-36.125,159.38,0.046631,0.78284,0.51483,-0.34625,4.5625,-18.5,-140.56,-5.89,-3.09,-7.37,0.0077778,0.0066667,0.0033333,0,0,0,0
8.483,1867.7,26.51,1870.1,26.9,1868.3,26.72,113.31,-36.125,159.44,0.04657,0.7829,0.51489,-0.34619,4.5625,-18.5,-140.56,-5.69,-2.21,-7.44,0.0066667,0.026667,0.0088889,0,0,0,0
8.493,1870.8,26.51,1872.1,26.9,1871.6,26.72,113.31,-36.125,159.44,0.04657,0.7829,0.51489,-0.34619,4.5625,-18.5,-140.56,-5.76,-2.69,-7.24,0.0055556,0.015556,0.0088889,0,0,0,0
8.503,1870.7,26.51,1872.4,26.9,1868.6,26.72,113.31,-36.125,159.44,0.046509,0.7829,0.51483,-0.34619,4.5625,-18.5,-140.56,-5.91,-2.43,-7.2,0.0044444,0.01,0.0088889,0,0,0,0
8.513,1870.1,26.51,1873.3,26.9,1871.3,26.72,113.31,-36.125,159.38,0.046509,0.7829,0.51483,-0.34619,4.5625,-18.063,-140.25,-5.58,-3.22,-7.24,0.011111,0.0066667,0.0044444,0,0,0,0
8.523,1872.3,26.51,1874.7,26.9,1872.8,26.72,113.31,-36.125,159.38,0.04657,0.78284,0.51483,-0.34625,4.5625,-18.063,-140.25,-5.66,-2.34,-7.29,0.0066667,0.0022222,0.0033333,0,0,0,0
8.533,1874,26.51,1877.1,26.9,1874.3,26.72,113.31,-36.125,159.38,0.046631,0.78284,0.51483,-0.34631,4.5625,-18.063,-140.25,-5.92,-3.53,-7.17,0.0055556,-0.00097222,-0.0011111,0,0,0,0
8.543,1871,26.51,1874.4,26.9,1873,26.72,113.31,-36.125,159.38,0.046631,0.78284,0.51483,-0.34631,4.5625,-18.063,-140.25,-5.81,-3.1,-7.27,0,-0.0041667,-0.0033333,0,0,0,0
8.553,1870.7,26.51,1874.1,26.9,1874.5,26.72,113.31,-36.125,159.38,0.046631,0.78278,0.51483,-0.34637,4.5625,-18.063,-140.25,-5.84,-3.3,-7.2,0.0055556,0.0066667,0.0066667,0,0,0,0
8.563,1877,26.51,1874.7,26.9,1875.8,26.72,113.31,-36.188,159.38,0.046753,0.78278,0.51483,-0.3465,5,-17.375,-140.25,-5.74,-2.54,-7.36,0.0033333,-0.00083333,-0.0011111,0,0,0,0
