Time [ms],PL [hPa],TL [C],PC [hPa],TC [C],PR [hPa],TR [C],EX [deg],EY [deg],EZ [deg],QW [-],QX [-],QY [-],QZ [-],MX [microT],MY [microT],MZ [microT],AX [m/s2],AY [m/s2],AZ [m/s2],RX [rad/s],RY [rad/s],RZ [rad/s],CSM,CSA,CSR,CSTOT
36.485,1618.4,25.11,1619.1,25.97,1621,25.36,64,16.375,60.875,-0.72601,0.50244,-0.11938,0.45044,19.5,37,-9,2.35,-8.64,3.72,0.21778,-1.4933,-1.1889,0,0,0,0
36.495,1624.6,25.11,1621.6,25.97,1619.8,25.36,64,16.375,60.875,-0.72601,0.50244,-0.11938,0.4541,19.5,37,-9,2.32,-8.59,3.77,-0.092222,-0.82667,-1.2167,0,0,0,0
36.505,1617.3,25.11,1614.7,25.97,1613.3,25.36,64.625,17.063,61,-0.72253,0.50513,-0.11652,0.45746,18.375,37,-10.875,2.48,-8.61,3.76,-0.41889,-1.0222,-1.2233,0,0,0,0
36.515,1614.7,25.11,1615,25.97,1615.5,25.36,65.813,18.313,62.063,-0.71326,0.51514,-0.11279,0.46173,18.375,37,-10.875,2.4,-8.74,3.81,-0.75,-1.4622,-1.2156,0,0,0,0
36.525,1617.7,25.11,1620.7,25.97,1621.4,25.36,66.375,19.063,62.875,-0.70764,0.52203,-0.1106,0.46313,18.375,37,-10.875,2.39,-8.8,3.8,-1.0722,-0.52667,-1.1922,0,0,0,0
36.535,1613.7,25.11,1615.8,25.97,1617.5,25.36,66.875,19.813,63.875,-0.70142,0.53027,-0.12402,0.46313,18.375,37,-10.875,2.47,-8.8,3.83,-1.3878,-0.71222,-1.1578,0,0,0,0
36.545,1613.4,25.11,1611.7,25.97,1612.9,25.36,66.875,19.813,63.875,-0.70142,0.53027,-0.1084,0.46368,18.375,37,-10.875,2.5,-9.07,3.79,-1.6933,-0.91778,-1.1211,0,0,0,0
36.555,1619.8,25.11,1620.5,25.97,1616.2,25.36,67.438,20.625,65,-0.69452,0.53973,-0.10657,0.46368,14,40,-9.5625,2.41,-9,3.68,-1.99,-1.0378,-1.0889,0,0,0,0
36.565,1615.1,25.11,1614.7,25.97,1618.4,25.36,68.5,22.188,67.938,-0.67841,0.56146,-0.10413,0.46368,14,40,-9.5625,2.55,-9.08,3.71,-2.2689,-1.1144,-1.07,0,0,0,0
36.575,1611.9,25.11,1613.1,25.97,1612.1,25.36,69.063,22.938,69.563,-0.66919,0.57355,-0.10358,0.46222,14,40,-9.5625,2.7,-9.17,3.58,-2.5333,-1.17,-1.0567,0,0,0,0
36.585,1613.3,25.11,1616.5,25.97,1617,25.36,69.75,23.688,71.375,-0.65924,0.58612,-0.10352,0.461,14,40,-9.5625,2.61,-9.29,3.45,-2.7811,-1.1989,-1.0489,0,0,0,0
36.595,1620.6,25.11,1620.6,25.97,1618.9,25.36,69.75,23.688,71.375,-0.65924,0.58612,-0.10352,0.45953,14,40,-9.5625,2.63,-9.38,3.41,-3.0033,-1.1844,-1.0456,0,0,0,0
36.605,1611.9,25.11,1610.3,25.97,1608.8,25.36,70.438,24.438,73.313,-0.6485,0.59894,-0.10406,0.45819,12.5,40.063,-5.375,2.69,-9.48,3.22,-3.1822,-1.1011,-1.0622,0,0,0,0
36.615,1610.9,25.11,1610.6,25.97,1608.6,25.36,72.25,25.875,77.313,-0.62494,0.62439,-0.10675,0.4563,12.5,40.063,-5.375,3.02,-9.56,2.94,-3.3256,-0.96333,-1.0944,0,0,0,0
36.625,1615.5,25.11,1615.2,25.97,1613.6,25.36,73.313,26.563,79.313,-0.61224,0.63678,-0.10852,0.45593,12.5,40.063,-5.375,2.93,-9.58,2.77,-3.4222,-0.83667,-1.1411,0,0,0,0
36.635,1615.5,25.11,1614.7,25.97,1610.6,25.36,74.5,27.313,81.313,-0.59918,0.64868,-0.10852,0.45593,12.5,40.063,-5.375,3.01,-9.57,2.6,-3.4678,-0.72111,-1.2089,0,0,0,0
36.645,1611.8,25.11,1611.8,25.97,1608.5,25.36,74.5,27.313,81.313,-0.59918,0.64868,-0.11035,0.45605,12.5,40.063,-5.375,3.15,-9.72,2.41,-3.47,-0.59111,-1.2956,0,0,0,0
36.655,1610.4,25.11,1613,25.97,1609,25.36,75.875,28.125,83.25,-0.58569,0.6601,-0.11224,0.45685,9.875,38.875,1.25,3.31,-9.76,2.01,-3.44,-1.7422,-1.3978,0,0,0,0
36.665,1614.5,25.11,1616.4,25.97,1613.9,25.36,79.125,29.813,86.875,-0.55762,0.68054,-0.11627,0.45685,9.875,38.875,1.25,3.37,-9.61,1.8,-3.3911,-0.94667,-1.5089,0,0,0,0
36.675,1611,25.11,1611,25.97,1606.8,25.36,81,30.75,88.563,-0.54321,0.68939,-0.11835,0.46094,9.875,38.875,1.25,3.47,-9.62,1.61,-3.3178,-1.4222,-1.6189,0,0,0,0
36.685,1609.5,25.11,1609.3,25.97,1606.9,25.36,83.125,31.75,90.063,-0.52863,0.69733,-0.11835,0.46442,9.875,38.875,1.25,3.69,-9.49,1.16,-3.23,-0.94667,-1.7211,0,0,0,0
36.695,1609.8,25.11,1610,25.97,1608.4,25.36,83.125,31.75,90.063,-0.52863,0.69733,-0.12042,0.46875,9.875,38.875,1.25,3.69,-9.44,1.01,-3.1122,-1.8222,-1.8211,0,0,0,0
36.705,1612,25.11,1609.3,25.97,1607.6,25.36,85.313,32.813,91.5,-0.5141,0.70441,-0.12231,0.47394,6.1875,37.75,7.6875,3.84,-9.4,0.81,-2.9711,-0.64222,-1.9189,0,0,0,0
36.715,1607.3,25.11,1605.9,25.97,1603.5,25.36,90.188,35.063,93.813,-0.48517,0.71539,-0.12531,0.47137,6.1875,37.75,7.6875,3.92,-9.25,0.72,-2.8133,-3.3644,-2.02,0,0,0,0
36.725,1606.3,25.11,1604.1,25.97,1604.2,25.36,92.813,36.313,94.688,-0.47101,0.71918,-0.12659,0.49493,6.1875,37.75,7.6875,4.13,-8.97,0.42,-2.6344,-4.2622,-2.1044,0,0,0,0
36.735,1610.6,25.11,1608.8,25.97,1611.2,25.36,95.563,37.563,95.313,-0.45715,0.72162,-0.12781,0.49493,6.1875,37.75,7.6875,4.19,-8.8,0.35,-2.4378,-5.2711,-2.1711,0,0,0,0
36.745,1608.3,25.11,1603,25.97,1603.5,25.36,95.563,37.563,95.313,-0.45715,0.72162,-0.12781,0.50391,6.1875,37.75,7.6875,4.31,-8.66,0.29,-2.2189,-6.36,-2.2167,0,0,0,0
36.755,1604.9,25.11,1602.2,25.97,1602,25.36,98.375,38.875,95.688,-0.44379,0.72266,-0.12897,0.51398,2.0625,34.875,15.5,4.6,-8.52,0.29,-1.9833,-7.56,-2.2389,0,0,0,0
36.765,1604.3,25.11,1604.1,25.97,1607,25.36,104.13,41.563,95.5,-0.41858,0.72009,-0.13147,0.51398,2.0625,34.875,15.5,4.67,-8.08,0.21,-1.7378,-2.2133,-2.2411,0,0,0,0
36.775,1608.8,25.11,1608,25.97,1610.3,25.36,107.13,42.938,94.813,-0.4068,0.71631,-0.13306,0.53754,2.0625,34.875,15.5,4.82,-8.15,0.19,-1.4989,-2.5633,-2.2278,0,0,0,0
36.785,1602.9,25.11,1599.4,25.97,1601.2,25.36,110.06,44.188,93.688,-0.39563,0.71051,-0.13306,0.55109,2.0625,34.875,15.5,4.99,-7.86,0.31,-1.25,-2.9544,-2.1856,0,0,0,0
36.795,1601.9,25.11,1600.2,25.97,1602.2,25.36,110.06,44.188,93.688,-0.39563,0.71051,-0.13507,0.56598,2.0625,34.875,15.5,5.22,-7.68,0.43,-1.0056,-3.3978,-2.1044,0,0,0,0
36.805,1607,25.11,1604.4,25.97,1606,25.36,113,45.375,92.063,-0.38507,0.70288,-0.13751,0.58203,-3.75,32.75,19.375,5.31,-7.44,0.52,-0.77444,-3.8189,-2.0078,0,0,0,0
36.815,1599.9,25.11,1605.2,25.97,1603.7,25.36,118.63,47.375,87.625,-0.36572,0.68225,-0.1283,0.58203,-3.75,32.75,19.375,5.52,-7.44,0.72,-0.58,-1.0453,-1.8889,0,0,0,0
36.825,1601.4,25.11,1598.9,25.97,1599.6,25.36,121.25,48,84.813,-0.35693,0.66931,-0.14813,0.61652,-3.75,32.75,19.375,5.69,-7.36,0.89,-0.40778,-1.1319,-1.7278,0,0,0,0
36.835,1607.8,25.11,1599.4,25.97,1602,25.36,123.75,48.438,81.688,-0.34857,0.65497,-0.14813,0.63458,-3.75,32.75,19.375,5.73,-7.12,1.26,-0.26667,-1.2164,-1.5411,0,0,0,0
36.845,1602.6,25.11,1600.9,25.97,1603.4,25.36,123.75,48.438,81.688,-0.34857,0.65497,-0.15295,0.65277,-3.75,32.75,19.375,5.82,-7.02,1.56,-0.17444,-1.2753,-1.35,0,0,0,0
36.855,1598.8,25.11,1597.8,25.97,1597.7,25.36,126.13,48.563,78.438,-0.3407,0.63953,-0.15839,0.67072,-11.188,31.75,21,5.96,-6.94,1.77,-0.11889,-1.3125,-1.1522,0,0,0,0
36.865,1601.9,25.11,1602.7,25.97,1595.9,25.36,130.31,47.938,72,-0.32623,0.60638,-0.17102,0.67072,-11.188,31.75,21,5.99,-6.91,2.08,-0.1,-1.3408,-0.94667,0,0,0,0
36.875,1604.3,25.11,1604.3,25.97,1601.8,25.36,132.06,47.313,69.125,-0.3197,0.58984,-0.1778,0.70471,-11.188,31.75,21,5.75,-6.98,2.43,-0.12667,-1.3222,-0.73667,0,0,0,0
36.885,1598.7,25.11,1596.5,25.97,1595.5,25.36,133.69,46.5,66.5,-0.3136,0.57324,-0.1778,0.71991,-11.188,31.75,21,5.73,-6.92,2.74,-0.15889,-1.2742,-0.54222,0,0,0,0
36.895,1595.6,25.11,1594.6,25.97,1594.8,25.36,133.69,46.5,66.5,-0.3136,0.57324,-0.18506,0.73407,-11.188,31.75,21,5.75,-6.85,3.05,-0.20889,-0.31174,-0.35333,0,0,0,0
36.905,1600.2,25.11,1600.9,25.97,1602.6,25.36,135.19,45.438,64.125,-0.30792,0.55688,-0.19269,0.74695,-19.688,30.563,18.688,5.4,-6.91,3.27,-0.28556,-0.30049,-0.16778,0,0,0,0
36.915,1602.4,25.11,1601.2,25.97,1599.7,25.36,137.56,43.125,60.438,-0.29816,0.5257,-0.1933,0.74695,-19.688,30.563,18.688,5.27,-6.88,3.56,-0.35556,0.017795,0.013333,0,0,0,0
36.925,1594.1,25.11,1593.9,25.97,1593.7,25.36,138.56,41.75,58.938,-0.29413,0.51056,-0.21753,0.7688,-19.688,30.563,18.688,5.27,-6.87,3.72,-0.42889,0.27222,0.19556,0,0,0,0
36.935,1596.4,25.11,1596.8,25.97,1597.4,25.36,139.38,40.375,57.75,-0.29071,0.51123,-0.21753,0.77814,-19.688,30.563,18.688,5.16,-6.89,3.89,-0.48667,0.26292,0.38,0,0,0,0
36.945,1599.5,25.11,1600.1,25.97,1599.3,25.36,139.38,40.375,57.75,-0.29071,0.49561,-0.22656,0.7865,-19.688,30.563,18.688,4.83,-7.03,4,-0.54,1.0147,0.57778,0,0,0,0
36.955,1595.7,25.11,1594.8,25.97,1591.5,25.36,140.13,38.813,56.75,-0.28796,0.48065,-0.23596,0.79395,-24.063,30.688,15.563,4.73,-7.12,4.11,-0.56111,0.99056,0.78333,0,0,0,0
36.965,1591.9,25.11,1592.8,25.97,1592.8,25.36,141.13,35.438,55.125,-0.28455,0.4494,-0.23596,0.79395,-24.063,30.688,15.563,4.64,-7.2,4.27,-0.56667,0.9875,0.99,0,0,0,0
36.975,1597.3,25.11,1598.9,25.97,1600.5,25.36,141.5,33.5,54.5,-0.28387,0.43286,-0.25586,0.80725,-24.063,30.688,15.563,4.48,-7.36,4.26,-0.55556,0.99722,1.1967,0,0,0,0
36.985,1597,25.11,1595.3,25.97,1596.5,25.36,141.69,31.5,53.938,-0.28387,0.43115,-0.26624,0.81317,-24.063,30.688,15.563,4.13,-7.52,4.41,-0.51444,1.0078,1.4022,0,0,0,0
36.995,1590.2,25.11,1588.8,25.97,1589.3,25.36,141.69,31.5,53.938,-0.28387,0.41553,-0.27673,0.8186,-24.063,30.688,15.563,4.07,-7.48,4.58,-0.45333,1.0208,1.5989,0,0,0,0
37.005,1590.6,25.11,1591.2,25.97,1591.2,25.36,141.81,29.375,53.438,-0.28467,0.39758,-0.28729,0.82361,-26.188,31.563,11.688,3.93,-7.74,4.58,-0.39444,1.0319,1.8056,0,0,0,0
37.015,1599.8,25.11,1600.5,25.97,1598.9,25.36,141.69,24.875,52.625,-0.2887,0.36041,-0.29291,0.82361,-26.188,31.563,11.688,3.5,-7.83,4.5,-0.34222,4.12,2.0189,0,0,0,0
37.025,1593.9,25.11,1591.9,25.97,1590.5,25.36,141.38,22.563,52.438,-0.29211,0.34204,-0.30328,0.8316,-26.188,31.563,11.688,3.45,-7.98,4.69,-0.29111,4.0189,2.2256,0,0,0,0
37.035,1589,25.11,1588.7,25.97,1588,25.36,140.94,20.25,52.313,-0.29651,0.3399,-0.31891,0.83429,-26.188,31.563,11.688,3.31,-8.14,4.86,-0.27556,3.8289,2.4222,0,0,0,0
37.045,1592.1,25.11,1595,25.97,1594.3,25.36,140.94,20.25,52.313,-0.29651,0.32428,-0.32916,0.83582,-26.188,31.563,11.688,3.05,-8.27,4.78,-0.29111,3.5611,2.6033,0,0,0,0
37.055,1595.9,25.11,1595.7,25.97,1593.4,25.36,140.31,18,52.313,-0.30176,0.30743,-0.33923,0.83624,-25.063,33.75,8.5625,2.67,-8.41,4.84,-0.32556,3.2622,2.7578,0,0,0,0
37.065,1589.7,25.11,1589.8,25.97,1586.9,25.36,138.56,13.688,52.625,-0.31506,0.2774,-0.34271,0.83624,-25.063,33.75,8.5625,2.54,-8.36,4.97,-0.36667,2.9211,2.8856,0,0,0,0
37.075,1585.3,25.11,1586.8,25.97,1587.8,25.36,137.5,11.688,52.938,-0.323,0.26501,-0.3515,0.83386,-25.063,33.75,8.5625,2.32,-8.49,4.87,-0.40889,2.4744,2.98,0,0,0,0
37.085,1593.2,25.11,1593.6,25.97,1594.6,25.36,136.25,9.875,53.25,-0.33173,0.25433,-0.36713,0.83105,-25.063,33.75,8.5625,2.03,-8.52,4.78,-0.45667,7.9422,3.0344,0,0,0,0
37.095,1586,25.11,1588.7,25.97,1588.2,25.36,136.25,9.875,53.25,-0.33173,0.25433,-0.37524,0.82733,-25.063,33.75,8.5625,1.72,-8.49,4.79,-0.50444,6.2,3.0533,0,0,0,0
37.105,1587.4,25.11,1584.2,25.97,1584.8,25.36,135,8.1875,53.625,-0.34082,0.24524,-0.38287,0.82288,-21.688,36.5,3.0625,1.51,-8.64,4.8,-0.56333,4.6,3.0256,0,0,0,0
37.115,1591.9,25.11,1587.9,25.97,1586.8,25.36,132.19,5.1875,54.5,-0.35956,0.23157,-0.38129,0.82288,-21.688,36.5,3.0625,1.31,-8.7,4.69,-0.63444,3.16,2.9622,0,0,0,0
37.125,1587.3,25.11,1587.7,25.97,1591.6,25.36,130.81,3.875,55,-0.36859,0.22644,-0.39691,0.81213,-21.688,36.5,3.0625,0.95,-8.69,4.66,-0.70667,2.1156,2.8733,0,0,0,0
37.135,1580.5,25.11,1582.2,25.97,1585.4,25.36,129.5,2.625,55.5,-0.37726,0.22241,-0.40344,0.80627,-21.688,36.5,3.0625,0.75,-8.78,4.72,-0.78444,5.1556,2.7422,0,0,0,0
37.145,1586.2,25.11,1587.6,25.97,1583.3,25.36,129.5,2.625,55.5,-0.37726,0.22241,-0.40973,0.80017,-21.688,36.5,3.0625,0.6,-8.77,4.62,-0.85667,2.3467,2.5867,0,0,0,0
37.155,1586.2,25.13,1587.7,26,1590,25.36,128.19,1.5625,56.063,-0.38544,0.21936,-0.41583,0.79401,-16.188,38.375,1.5625,0.35,-8.82,4.5,-0.93111,5.6889,2.41,0,0,0,0
37.165,1582.7,25.13,1582.5,26,1583.3,25.37,125.81,-0.25,57.125,-0.3999,0.21564,-0.4115,0.79401,-16.188,38.375,1.5625,0.02,-8.79,4.61,-0.97778,7.1111,2.2244,0,0,0,0
37.175,1583.8,25.13,1582.6,26,1583.2,25.37,124.69,-1,57.688,-0.40613,0.21478,-0.43225,0.78174,-16.188,38.375,1.5625,-0.15,-8.81,4.7,-1.0089,2.9511,2.0344,0,0,0,0
37.185,1586.5,25.13,1586.5,26,1586.6,25.37,123.75,-1.6875,58.25,-0.41174,0.21478,-0.43225,0.77594,-16.188,38.375,1.5625,-0.3,-8.83,4.53,-1.0178,0.95556,1.8311,0,0,0,0
37.195,1587.2,25.13,1586.1,26,1584.7,25.37,123.75,-1.6875,58.25,-0.41174,0.21436,-0.43713,0.77039,-16.188,38.375,1.5625,-0.48,-8.76,4.52,-1.0089,1.1111,1.6422,0,0,0,0
37.205,1581.4,25.13,1579.8,26,1579,25.37,122.81,-2.25,58.75,-0.41669,0.21429,-0.44153,0.76514,-10.563,39.688,0.75,-0.68,-8.84,4.74,-0.97,1.2089,1.4578,0,0,0,0
37.215,1582.3,25.13,1584.2,26,1584.8,25.37,121.25,-3.1875,59.688,-0.42535,0.21552,-0.44153,0.76514,-10.563,39.688,0.75,-0.52,-8.75,4.68,-0.92778,1.2178,1.2844,0,0,0,0
37.225,1586.5,25.13,1586.8,26,1585.7,25.37,120.44,-3.5,60.063,-0.42969,0.21729,-0.44904,0.75562,-10.563,39.688,0.75,-0.84,-8.81,4.48,-0.88111,1.8622,1.1656,0,0,0,0
37.235,1580.6,25.13,1581.1,26,1580,25.37,119.69,-3.75,60.438,-0.43359,0.21729,-0.4516,0.75116,-10.563,39.688,0.75,-1.02,-8.93,4.7,-0.79,0.66,1.0467,0,0,0,0
37.245,1578.1,25.13,1579,26,1580.3,25.37,119.69,-3.75,60.438,-0.43359,0.21899,-0.4538,0.74707,-10.563,39.688,0.75,-1.17,-8.96,4.72,-0.70667,0.63,0.92222,0,0,0,0
37.255,1580.8,25.13,1582.9,26,1584,25.37,119.06,-4,60.75,-0.43695,0.22046,-0.45587,0.74347,-7.75,40.063,2.5,-1.2,-8.95,4.57,-0.65,0.52889,0.81,0,0,0,0
37.265,1586.7,25.13,1587.6,26,1586.1,25.37,118.06,-4.4375,61.313,-0.44202,0.22278,-0.45587,0.74347,-7.75,40.063,2.5,-1.28,-9.06,4.58,-0.6,1.72,0.70333,0,0,0,0
37.275,1575.1,25.13,1573.9,26,1576.5,25.37,117.69,-4.625,61.563,-0.44385,0.22388,-0.45972,0.73737,-7.75,40.063,2.5,-1.25,-9.13,4.76,-0.56444,1.3956,0.60444,0,0,0,0
37.285,1578.4,25.13,1578.5,26,1579.4,25.37,117.38,-4.6875,61.875,-0.44543,0.22388,-0.46149,0.73474,-7.75,40.063,2.5,-1.37,-9.1,4.65,-0.56,0.32778,0.41556,0,0,0,0
37.295,1580.9,25.13,1583.2,26,1586.1,25.37,117.38,-4.6875,61.875,-0.44543,0.22534,-0.4632,0.7323,-7.75,40.063,2.5,-1.4,-9.05,4.53,-0.56,0.32778,0.41556,0,0,0,0
37.305,1580.5,25.13,1580.8,26,1579.8,25.37,117.06,-4.75,62.188,-0.44672,0.22711,-0.4649,0.72992,-4.75,39.688,2.875,-1.38,-9.13,4.6,-0.59667,0.35333,0.32667,0,0,0,0
37.315,1574.5,25.13,1575.1,26,1575.1,25.37,116.38,-4.8125,62.938,-0.4491,0.23224,-0.4649,0.72992,-4.75,39.688,2.875,-1.25,-9.25,4.75,-0.77444,0.14833,0.14778,0,0,0,0
37.325,1577.8,25.13,1578.6,26,1579.6,25.37,116,-4.75,63.375,-0.45044,0.23602,-0.46851,0.72443,-4.75,39.688,2.875,-1.28,-9.24,4.61,-0.89333,0.047847,0.072222,0,0,0,0
37.335,1580,25.13,1580.7,26,1580.5,25.37,115.63,-4.5625,63.875,-0.45166,0.23602,-0.47034,0.72125,-4.75,39.688,2.875,-1.24,-9.14,4.56,-1.0189,0.014566,0.016667,0,0,0,0
37.345,1575.7,25.13,1575.1,26,1574.4,25.37,115.63,-4.5625,63.875,-0.45166,0.24097,-0.47192,0.71777,-4.75,39.688,2.875,-1.08,-9.31,4.7,-1.0189,0.014566,0.016667,0,0,0,0
37.355,1574.4,25.13,1574.1,26,1574.8,25.37,115.19,-4.3125,64.438,-0.45288,0.24707,-0.47345,0.71393,-4.75,39,6.375,-1.02,-9.29,4.64,-1.1567,-0.017361,-0.023333,0,0,0,0
37.365,1576.7,25.13,1576.4,26,1577.3,25.37,114.25,-3.6875,65.875,-0.45508,0.26202,-0.47345,0.71393,-4.75,39,6.375,-0.93,-9.35,4.59,-1.4833,-0.020851,-0.025556,0,0,0,0
37.375,1579.7,25.13,1577.1,26,1574.2,25.37,113.75,-3.4375,66.75,-0.45599,0.26984,-0.47717,0.70465,-4.75,39,6.375,-0.83,-9.28,4.58,-1.68,0.080278,0.033333,0,0,0,0
37.385,1575,25.13,1571.9,26,1571.2,25.37,113.25,-3.3125,67.75,-0.45648,0.26984,-0.48004,0.69916,-4.75,39,6.375,-0.6,-9.24,4.54,-1.9022,0.26722,0.15222,0,0,0,0
37.395,1578.2,25.13,1574.2,26,1574,25.37,113.25,-3.3125,67.75,-0.45648,0.27716,-0.48425,0.69305,-4.75,39,6.375,-0.6,-9.12,4.37,-1.9022,0.26722,0.15222,0,0,0,0
37.405,1574.1,25.13,1577.4,26,1576.2,25.37,112.75,-3.3125,68.875,-0.45636,0.28339,-0.49005,0.68652,-4.375,38.563,7.25,-0.52,-8.91,4.32,-2.1211,0.18028,0.30444,0,0,0,0
37.415,1569.1,25.13,1570.7,26,1569.8,25.37,111.94,-3.875,71.563,-0.45355,0.29169,-0.49164,0.68652,-4.375,38.563,7.25,-0.41,-8.89,4.28,-2.5744,0.71556,0.67222,0,0,0,0
37.425,1572.5,25.13,1574.2,26,1570.5,25.37,111.63,-4.4375,73.125,-0.45087,0.29352,-0.50726,0.67224,-4.375,38.563,7.25,-0.43,-8.66,3.94,-2.8122,0.64222,0.87778,0,0,0,0
37.435,1575.9,25.13,1576.1,26,1574.7,25.37,111.38,-5.125,74.813,-0.44733,0.29352,-0.5188,0.66437,-4.375,38.563,7.25,-0.44,-8.57,3.71,-3.07,1.0489,1.0789,0,0,0,0
37.445,1570.3,25.13,1569.8,26,1569,25.37,111.38,-5.125,74.813,-0.44733,0.29413,-0.53217,0.65588,-4.375,38.563,7.25,-0.49,-8.7,3.64,-3.07,1.0489,1.0789,0,0,0,0
37.455,1566,25.13,1567.3,26,1567.3,25.37,111.13,-6,76.688,-0.44305,0.29376,-0.5473,0.64648,-2.1875,36.75,11.875,-0.61,-8.9,3.43,-3.3767,1.3756,1.2678,0,0,0,0
37.465,1572,25.13,1572.5,26,1572.2,25.37,110.5,-8,81.125,-0.43237,0.29169,-0.5473,0.64648,-2.1875,36.75,11.875,-0.75,-8.99,3.06,-4.0789,1.7367,1.5989,0,0,0,0
37.475,1571.5,25.13,1572,26,1569.6,25.37,110.06,-9.0625,83.688,-0.42639,0.29059,-0.58203,0.62384,-2.1875,36.75,11.875,-0.87,-9.03,2.78,-4.4444,1.7811,1.7633,0,0,0,0
37.485,1564.4,25.13,1565.4,26,1566.9,25.37,109.5,-10.188,86.438,-0.43585,0.29059,-0.60114,0.61023,-2.1875,36.75,11.875,-0.97,-9.11,2.68,-4.8022,1.7389,1.9178,0,0,0,0
37.495,1565.4,25.13,1567.7,26,1568.2,25.37,109.5,-10.188,86.438,-0.42023,0.28967,-0.62103,0.59485,-2.1875,36.75,11.875,-1.52,-9.45,2.05,-4.8022,1.7389,1.9178,0,0,0,0
37.505,1569.2,25.13,1570.9,26,1571.9,25.37,108.81,-11.313,89.375,-0.41339,0.28876,-0.64166,0.57794,-1.75,33.5,18,-1.74,-9.6,1.63,-5.13,7.1911,2.0189,0,0,0,0
37.515,1565.3,25.13,1564.3,26,1563.9,25.37,107.5,-13.5,96.063,-0.39581,0.28876,-0.64166,0.57794,-1.75,33.5,18,-1.91,-9.73,1.39,-5.7567,2.2367,2.1044,0,0,0,0
37.525,1561.4,25.13,1562.2,26,1563.3,25.37,107,-14.438,99.688,-0.38458,0.28381,-0.6853,0.54034,-1.75,33.5,18,-2.03,-9.82,1.12,-6.0267,2.5144,2.08,0,0,0,0
37.535,1566.2,25.13,1567.7,26,1568.6,25.37,106.63,-15.188,103.56,-0.38702,0.28381,-0.70795,0.51996,-1.75,33.5,18,-2.43,-10.1,0.34,-6.2511,0.69889,1.9789,0,0,0,0
37.545,1566.4,25.13,1565.8,26,1564.4,25.37,106.63,-15.188,103.56,-0.3714,0.28149,-0.73077,0.49878,-1.75,33.5,18,-2.6,-10.1,-0.02,-6.2511,0.69889,1.9789,0,0,0,0
37.555,1560.4,25.13,1558.9,26,1560.5,25.37,106.5,-15.625,107.56,-0.33801,0.27618,-0.7757,0.45581,-2.5625,27.5,27.75,-2.75,-10.25,-0.3,-6.4156,0.77472,1.8,0,0,0,0
37.565,1562.9,25.13,1561.5,26,1560.8,25.37,107.94,-15.5,115.88,-0.31653,0.27618,-0.7757,0.45581,-2.5625,27.5,27.75,-2.97,-10.35,-1.25,-6.4589,1.0533,1.2567,0,0,0,0
37.575,1568.3,25.13,1568.2,26,1567.2,25.37,110,-14.625,120,-0.29102,0.26825,-0.79755,0.43518,-2.5625,27.5,27.75,-3.03,-9.93,-1.72,-6.3111,1.2472,0.87556,0,0,0,0
37.585,1563.9,25.13,1562.2,26,1560.1,25.37,113.44,-13.188,124,-0.29285,0.26825,-0.81866,0.41608,-2.5625,27.5,27.75,-3.05,-9.54,-2.18,-6.06,0.35813,0.40111,0,0,0,0
37.595,1558.4,25.13,1557.7,26,1557.7,25.37,113.44,-13.188,124,-0.2616,0.26355,-0.83838,0.39899,-2.5625,27.5,27.75,-2.93,-9.19,-2.58,-6.06,0.35813,0.40111,0,0,0,0
37.605,1563.3,25.13,1564.3,26,1563.5,25.37,118.5,-11.063,127.69,-0.22845,0.25879,-0.85632,0.38409,-5,18.063,37.188,-2.57,-8.42,-3.59,-5.7178,-0.40139,-0.13667,0,0,0,0
37.615,1563.2,25.13,1562.2,26,1560.6,25.37,134.56,-4.9375,134,-0.15131,0.25879,-0.85632,0.38409,-5,18.063,37.188,-2.3,-8.07,-4.02,-4.8167,-1.9364,-1.2533,0,0,0,0
37.625,1558.3,25.13,1556.9,26,1555.1,25.37,329.31,-1.0625,136.44,-0.10773,0.24573,-0.88525,0.36182,-5,18.063,37.188,-2.01,-7.79,-4.34,-4.2822,-0.52493,-1.7678,0,0,0,0
37.635,1557.6,25.13,1556.7,26,1555.9,25.37,329.31,-1.0625,136.44,-0.10773,0.24573,-0.89563,0.35468,-5,18.063,37.188,-0.68,-6.63,-5.38,-4.2911,-0.52493,-1.7678,0,0,0,0
37.645,1562.9,25.13,1563.3,26,1561.3,25.37,330,3.3125,138.44,-0.012085,0.23724,-0.90686,0.34802,-5,18.063,37.188,-0.68,-6.63,-5.38,-3.7222,-2.2558,-2.2133,0,0,0,0
37.655,1561.2,25.13,1561,26,1558.6,25.37,330.63,8.1875,139.88,0.039429,0.23236,-0.90723,0.34839,-15.375,7.0625,43.875,-0.18,-6.5,-5.62,-3.1311,-2.4042,-2.5711,0,0,0,0
37.665,1554.2,25.13,1555.1,26,1553.1,25.37,331.81,19.063,141.19,0.093018,0.23236,-0.90723,0.34839,-15.375,7.0625,43.875,0.38,-6.25,-5.76,-1.9311,-2.7028,-2.9989,0,0,0,0
37.675,1558.2,25.13,1555.6,26,1557.9,25.37,225.25,24.938,140.88,0.14819,0.22675,-0.90375,0.35095,-15.375,7.0625,43.875,1.83,-5.67,-5.87,-1.38,-2.8433,-3.0611,0,0,0,0
